locus_SNP	locus	gRNA	cisGene	MASTcpmdetvalue	FDR
rs3861678	LINC00637	LINC00637_2_gene	RD3L	1	1
rs3861678	LINC00637	LINC00637_2_gene	MIR203B	1	1
rs3861678	LINC00637	LINC00637_2_gene	ASPG	1	1
rs3861678	LINC00637	LINC00637_2_gene	MIR203A	1	1
rs3861678	LINC00637	LINC00637_2_gene	KIF26A	0.650425548283364	1
rs3861678	LINC00637	LINC00637_3_gene	MARK3	0.0872440529021383	1
rs3861678	LINC00637	LINC00637_3_gene	PPP1R13B	0.265727654828787	1
rs3861678	LINC00637	LINC00637_3_gene	TDRD9	1	1
rs3861678	LINC00637	LINC00637_3_gene	TRMT61A	0.248374950670188	1
rs3861678	LINC00637	LINC00637_3_gene	BAG5	0.177629364461745	1
rs3861678	LINC00637	LINC00637_3_gene	APOPT1	0.666923391018469	1
rs3861678	LINC00637	LINC00637_3_gene	CKB	0.155986022632976	1
rs3861678	LINC00637	LINC00637_3_gene	ZFYVE21	0.540488904078505	1
rs3861678	LINC00637	LINC00637_3_gene	KLC1	0.925973627192262	1
rs3861678	LINC00637	LINC00637_3_gene	XRCC3	0.896930521909278	1
rs3861678	LINC00637	LINC00637_3_gene	LINC00637	1	1
rs3861678	LINC00637	LINC00637_3_gene	RD3L	1	1
rs3861678	LINC00637	LINC00637_3_gene	MIR203B	1	1
rs3861678	LINC00637	LINC00637_3_gene	ASPG	1	1
rs3861678	LINC00637	LINC00637_3_gene	MIR203A	1	1
rs3861678	LINC00637	LINC00637_3_gene	KIF26A	0.957082497194865	1
rs10933	PBRM1	PBRM1_1_gene	DNAH1	1	1
rs10933	PBRM1	PBRM1_1_gene	WDR82	0.813228186637379	1
rs10933	PBRM1	PBRM1_1_gene	PBRM1	0.232128421881374	1
rs10933	PBRM1	PBRM1_1_gene	PRKCD	0.892424660893292	1
rs10933	PBRM1	PBRM1_1_gene	ITIH1	1	1
rs10933	PBRM1	PBRM1_1_gene	NT5DC2	0.623422517240327	1
rs10933	PBRM1	PBRM1_1_gene	SFMBT1	0.0398506345425883	1
rs10933	PBRM1	PBRM1_1_gene	TLR9	1	1
rs10933	PBRM1	PBRM1_1_gene	TWF2	0.621408521752342	1
rs10933	PBRM1	PBRM1_1_gene	ALAS1	0.0331674829349266	1
rs10933	PBRM1	PBRM1_1_gene	PPM1M	0.73370391691031	1
rs10933	PBRM1	PBRM1_1_gene	GLYCTK	0.14843457220754	1
rs10933	PBRM1	PBRM1_1_gene	MIRLET7G	1	1
rs10933	PBRM1	PBRM1_1_gene	MIR135A1	1	1
rs10933	PBRM1	PBRM1_1_gene	NISCH	0.7223956392678	1
rs10933	PBRM1	PBRM1_1_gene	PHF7	0.860226251173635	1
rs10933	PBRM1	PBRM1_1_gene	BAP1	0.0634152226646487	1
rs10933	PBRM1	PBRM1_1_gene	STAB1	1	1
rs10933	PBRM1	PBRM1_1_gene	TNNC1	1	1
rs10933	PBRM1	PBRM1_1_gene	SEMA3G	1	1
rs10933	PBRM1	PBRM1_1_gene	SMIM4	0.461010701746575	1
rs10933	PBRM1	PBRM1_1_gene	GLT8D1	0.295259046625239	1
rs10933	PBRM1	PBRM1_1_gene	NEK4	0.051284835378955	1
rs10933	PBRM1	PBRM1_1_gene	GNL3	0.792716722035098	1
rs10933	PBRM1	PBRM1_1_gene	SPCS1	0.984550946129325	1
rs10933	PBRM1	PBRM1_1_gene	TMEM110-MUSTN1	1	1
rs10933	PBRM1	PBRM1_1_gene	ITIH4	0.845533390522524	1
rs10933	PBRM1	PBRM1_1_gene	ITIH3	1	1
rs10933	PBRM1	PBRM1_1_gene	MIR8064	1	1
rs10933	PBRM1	PBRM1_1_gene	MUSTN1	1	1
rs10933	PBRM1	PBRM1_1_gene	RFT1	0.868815719127026	1
rs10933	PBRM1	PBRM1_2_gene	DNAH1	1	1
rs10933	PBRM1	PBRM1_2_gene	WDR82	0.604282478152466	1
rs10933	PBRM1	PBRM1_2_gene	PBRM1	0.148672994904469	1
rs10933	PBRM1	PBRM1_2_gene	PRKCD	0.26290063915976	1
rs10933	PBRM1	PBRM1_2_gene	ITIH1	1	1
rs10933	PBRM1	PBRM1_2_gene	NT5DC2	0.144451313795539	1
rs10933	PBRM1	PBRM1_2_gene	SFMBT1	0.335693544453246	1
rs10933	PBRM1	PBRM1_2_gene	TLR9	1	1
rs10933	PBRM1	PBRM1_2_gene	TWF2	0.780551150426691	1
rs10933	PBRM1	PBRM1_2_gene	ALAS1	0.406081487894403	1
rs10933	PBRM1	PBRM1_2_gene	PPM1M	0.305846090164787	1
rs10933	PBRM1	PBRM1_2_gene	GLYCTK	0.333232955684295	1
rs10933	PBRM1	PBRM1_2_gene	MIRLET7G	1	1
rs10933	PBRM1	PBRM1_2_gene	MIR135A1	1	1
rs10933	PBRM1	PBRM1_2_gene	NISCH	0.972685522075507	1
rs10933	PBRM1	PBRM1_2_gene	PHF7	0.709324111352454	1
rs10933	PBRM1	PBRM1_2_gene	BAP1	0.152596909728837	1
rs10933	PBRM1	PBRM1_2_gene	STAB1	1	1
rs10933	PBRM1	PBRM1_2_gene	TNNC1	1	1
rs10933	PBRM1	PBRM1_2_gene	SEMA3G	1	1
rs10933	PBRM1	PBRM1_2_gene	SMIM4	0.958206111526926	1
rs10933	PBRM1	PBRM1_2_gene	GLT8D1	0.828607551671512	1
rs10933	PBRM1	PBRM1_2_gene	NEK4	0.837086056049029	1
rs10933	PBRM1	PBRM1_2_gene	GNL3	0.912632806410609	1
rs10933	PBRM1	PBRM1_2_gene	SPCS1	0.991296215167982	1
rs10933	PBRM1	PBRM1_2_gene	TMEM110-MUSTN1	1	1
rs10933	PBRM1	PBRM1_2_gene	ITIH4	0.308945966636119	1
rs10933	PBRM1	PBRM1_2_gene	ITIH3	1	1
rs10933	PBRM1	PBRM1_2_gene	MIR8064	1	1
rs10933	PBRM1	PBRM1_2_gene	MUSTN1	1	1
rs10933	PBRM1	PBRM1_2_gene	RFT1	0.985810844663932	1
rs10933	PBRM1	PBRM1_3_gene	DNAH1	1	1
rs10933	PBRM1	PBRM1_3_gene	WDR82	0.571535551342897	1
rs10933	PBRM1	PBRM1_3_gene	PBRM1	0.339109540794248	1
rs10933	PBRM1	PBRM1_3_gene	PRKCD	0.938125737930185	1
rs10933	PBRM1	PBRM1_3_gene	ITIH1	1	1
rs10933	PBRM1	PBRM1_3_gene	NT5DC2	0.0475938268424873	1
rs10933	PBRM1	PBRM1_3_gene	SFMBT1	0.326875042114774	1
rs10933	PBRM1	PBRM1_3_gene	TLR9	1	1
rs10933	PBRM1	PBRM1_3_gene	TWF2	0.397901311558741	1
rs10933	PBRM1	PBRM1_3_gene	ALAS1	0.920133247126904	1
rs10933	PBRM1	PBRM1_3_gene	PPM1M	0.734572064675512	1
rs10933	PBRM1	PBRM1_3_gene	GLYCTK	0.48168467350307	1
rs10933	PBRM1	PBRM1_3_gene	MIRLET7G	1	1
rs10933	PBRM1	PBRM1_3_gene	MIR135A1	1	1
rs10933	PBRM1	PBRM1_3_gene	NISCH	0.789743665930939	1
rs10933	PBRM1	PBRM1_3_gene	PHF7	0.388269715703613	1
rs10933	PBRM1	PBRM1_3_gene	BAP1	0.329770842490925	1
rs10933	PBRM1	PBRM1_3_gene	STAB1	1	1
rs10933	PBRM1	PBRM1_3_gene	TNNC1	1	1
rs10933	PBRM1	PBRM1_3_gene	SEMA3G	1	1
rs10933	PBRM1	PBRM1_3_gene	SMIM4	0.795366455358875	1
rs10933	PBRM1	PBRM1_3_gene	GLT8D1	0.44365172038667	1
rs10933	PBRM1	PBRM1_3_gene	NEK4	0.359561321683831	1
rs10933	PBRM1	PBRM1_3_gene	GNL3	0.0354886004654268	1
rs10933	PBRM1	PBRM1_3_gene	SPCS1	0.750797008093556	1
rs10933	PBRM1	PBRM1_3_gene	TMEM110-MUSTN1	1	1
rs10933	PBRM1	PBRM1_3_gene	ITIH4	0.84869411402742	1
rs10933	PBRM1	PBRM1_3_gene	ITIH3	1	1
rs10933	PBRM1	PBRM1_3_gene	MIR8064	1	1
rs10933	PBRM1	PBRM1_3_gene	MUSTN1	1	1
rs10933	PBRM1	PBRM1_3_gene	RFT1	0.695327616217494	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	DHX35	0.586918108153604	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	SLC32A1	1	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	PPP1R16B	0.952136444376101	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	BPI	1	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	LBP	0.186267990657843	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	SNHG11	0.486819913023525	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	RALGAPB	0.6594124059233	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	ADIG	1	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	MIR548O2	1	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	ARHGAP40	1	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	ACTR5	0.704375185842536	1
rs6071578	PPP1R16B	PPP1R16B_1_gene	FAM83D	0.699725392218341	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	DHX35	0.58700729820969	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	SLC32A1	1	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	PPP1R16B	0.393325931950794	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	BPI	1	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	LBP	1	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	SNHG11	0.251542173795355	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	RALGAPB	0.542609206401682	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	ADIG	1	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	MIR548O2	1	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	ARHGAP40	1	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	ACTR5	0.989058891543129	1
rs6071578	PPP1R16B	PPP1R16B_2_gene	FAM83D	0.910227806089933	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	DHX35	0.644507238558939	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	SLC32A1	1	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	PPP1R16B	0.670236293425422	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	BPI	1	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	LBP	1	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	SNHG11	0.990400828570175	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	RALGAPB	0.953541486868852	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	ADIG	1	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	MIR548O2	1	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	ARHGAP40	1	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	ACTR5	0.400680028934304	1
rs6071578	PPP1R16B	PPP1R16B_3_gene	FAM83D	0.00123442455167782	1
